Date,C1_School closing,C1_combined,C2_Workplace closing,C2_combined,C3_Cancel public events,C3_combined,C4_Restrictions on gatherings,C4_combined,C5_Close public transport,C5_combined,C6_Stay at home requirements,C6_combined,C7_Restrictions on internal movement,C7_combined
20211224,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211225,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211226,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211227,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211228,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211229,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211230,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20211231,2,2G,3,3G,2,2G,3,3G,0,0,1,1G,0,0
20220101,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220102,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220103,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220104,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220105,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220106,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220107,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220108,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220109,2,2G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220110,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220111,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220112,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220113,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220114,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220115,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220116,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220117,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220118,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220119,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220120,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220121,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220122,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220123,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220124,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220125,1,1G,1,1G,1,1G,3,3G,0,0,1,1G,0,0
20220126,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220127,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220128,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220129,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220130,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220131,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220201,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220202,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220203,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220204,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220205,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220206,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220207,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220208,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220209,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220210,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220211,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220212,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220213,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220214,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220215,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220216,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220217,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220218,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220219,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220220,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220221,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220222,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220223,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220224,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220225,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220226,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220227,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220228,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220301,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220302,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220303,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220304,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220305,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220306,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220307,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220308,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220309,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220310,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220311,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220312,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220313,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220314,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220315,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220316,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220317,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220318,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220319,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220320,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220321,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220322,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220323,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220324,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220325,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220326,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220327,1,1G,1,1G,1,1G,2,2G,0,0,1,1G,0,0
20220328,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220329,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220330,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220331,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220401,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220402,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220403,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220404,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220405,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220406,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220407,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220408,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220409,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220410,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220411,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220412,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220413,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220414,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220415,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220416,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220417,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220418,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220419,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220420,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220421,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220422,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220423,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220424,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220425,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220426,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220427,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220428,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220429,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220430,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220501,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220502,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220503,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220504,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220505,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220506,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220507,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220508,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220509,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220510,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220511,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220512,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220513,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220514,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220515,0,0,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G
20220516,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220517,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220518,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220519,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220520,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220521,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220522,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220523,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220524,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220525,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220526,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220527,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220528,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220529,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220530,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220531,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0
20220601,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220602,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220603,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220604,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220605,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220606,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220607,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220608,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220609,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220610,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220611,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220612,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220613,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220614,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220615,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220616,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220617,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220618,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220619,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220620,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220621,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220622,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220623,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220624,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220625,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220626,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220627,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220628,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220629,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220630,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220701,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220702,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220703,0,0,1,1G,0,0,0,0,0,0,0,0,0,0
20220704,,,,,,,,,,,,,,
20220705,,,,,,,,,,,,,,
20220706,,,,,,,,,,,,,,
